城市,日期,平均AQI,峰值AQI,污染等级,预警颜色,预警提示
恩施土家族苗族自治州,2026-03-29,61.3,61.3,良,黄色,无预警
恩施土家族苗族自治州,2026-03-30,61.3,61.3,良,黄色,无预警
恩施土家族苗族自治州,2026-03-31,61.3,61.3,良,黄色,无预警
惠州,2026-03-25,67.0,67.2,良,黄色,无预警
惠州,2026-03-26,67.0,67.1,良,黄色,无预警
惠州,2026-03-27,67.0,67.1,良,黄色,无预警
惠州,2026-03-28,67.0,67.1,良,黄色,无预警
惠州,2026-03-29,67.0,67.1,良,黄色,无预警
惠州,2026-03-30,67.0,67.1,良,黄色,无预警
惠州,2026-03-31,67.0,67.1,良,黄色,无预警
成都,2026-03-25,60.2,60.3,良,黄色,无预警
成都,2026-03-26,60.2,60.3,良,黄色,无预警
成都,2026-03-27,60.2,60.3,良,黄色,无预警
成都,2026-03-28,60.2,60.3,良,黄色,无预警
成都,2026-03-29,60.2,60.3,良,黄色,无预警
成都,2026-03-30,60.2,60.3,良,黄色,无预警
成都,2026-03-31,60.2,60.3,良,黄色,无预警
扬州,2026-03-25,57.1,57.1,良,黄色,无预警
扬州,2026-03-26,57.0,57.1,良,黄色,无预警
扬州,2026-03-27,57.0,57.1,良,黄色,无预警
扬州,2026-03-28,57.0,57.1,良,黄色,无预警
扬州,2026-03-29,57.0,57.1,良,黄色,无预警
扬州,2026-03-30,57.0,57.1,良,黄色,无预警
扬州,2026-03-31,57.0,57.1,良,黄色,无预警
承德,2026-03-25,52.6,52.6,良,黄色,无预警
承德,2026-03-26,52.6,52.6,良,黄色,无预警
承德,2026-03-27,52.6,52.6,良,黄色,无预警
承德,2026-03-28,52.6,52.6,良,黄色,无预警
承德,2026-03-29,52.6,52.6,良,黄色,无预警
承德,2026-03-30,52.6,52.6,良,黄色,无预警
承德,2026-03-31,52.6,52.6,良,黄色,无预警
抚州,2026-03-25,62.5,62.5,良,黄色,无预警
抚州,2026-03-26,62.5,62.5,良,黄色,无预警
抚州,2026-03-27,62.5,62.5,良,黄色,无预警
抚州,2026-03-28,62.5,62.5,良,黄色,无预警
抚州,2026-03-29,62.5,62.5,良,黄色,无预警
抚州,2026-03-30,62.5,62.5,良,黄色,无预警
抚州,2026-03-31,62.5,62.5,良,黄色,无预警
抚顺,2026-03-25,51.6,51.7,良,黄色,无预警
抚顺,2026-03-26,51.6,51.7,良,黄色,无预警
抚顺,2026-03-27,51.6,51.7,良,黄色,无预警
抚顺,2026-03-28,51.6,51.7,良,黄色,无预警
抚顺,2026-03-29,51.6,51.7,良,黄色,无预警
抚顺,2026-03-30,51.6,51.7,良,黄色,无预警
抚顺,2026-03-31,51.6,51.7,良,黄色,无预警
拉萨,2026-03-25,61.0,61.1,良,黄色,无预警
拉萨,2026-03-26,61.0,61.1,良,黄色,无预警
拉萨,2026-03-27,61.0,61.1,良,黄色,无预警
拉萨,2026-03-28,61.0,61.1,良,黄色,无预警
拉萨,2026-03-29,61.0,61.1,良,黄色,无预警
拉萨,2026-03-30,61.0,61.1,良,黄色,无预警
拉萨,2026-03-31,61.0,61.1,良,黄色,无预警
揭阳,2026-03-25,64.9,65.0,良,黄色,无预警
揭阳,2026-03-26,64.9,65.0,良,黄色,无预警
揭阳,2026-03-27,64.9,65.0,良,黄色,无预警
揭阳,2026-03-28,64.9,65.0,良,黄色,无预警
揭阳,2026-03-29,64.9,65.0,良,黄色,无预警
揭阳,2026-03-30,64.9,65.0,良,黄色,无预警
揭阳,2026-03-31,64.9,65.0,良,黄色,无预警
攀枝花,2026-03-25,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-26,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-27,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-28,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-29,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-30,61.7,61.8,良,黄色,无预警
攀枝花,2026-03-31,61.7,61.8,良,黄色,无预警
文山壮族苗族自治州,2026-03-25,65.7,65.8,良,黄色,无预警
文山壮族苗族自治州,2026-03-26,65.7,65.7,良,黄色,无预警
文山壮族苗族自治州,2026-03-27,65.7,65.7,良,黄色,无预警
文山壮族苗族自治州,2026-03-28,65.7,65.7,良,黄色,无预警
文山壮族苗族自治州,2026-03-29,65.7,65.7,良,黄色,无预警
文山壮族苗族自治州,2026-03-30,65.7,65.7,良,黄色,无预警
文山壮族苗族自治州,2026-03-31,65.7,65.7,良,黄色,无预警
新乡,2026-03-25,57.1,57.1,良,黄色,无预警
新乡,2026-03-26,57.1,57.1,良,黄色,无预警
新乡,2026-03-27,57.1,57.1,良,黄色,无预警
新乡,2026-03-28,57.1,57.1,良,黄色,无预警
新乡,2026-03-29,57.1,57.1,良,黄色,无预警
新乡,2026-03-30,57.1,57.1,良,黄色,无预警
新乡,2026-03-31,57.1,57.1,良,黄色,无预警
新余,2026-03-25,62.6,62.7,良,黄色,无预警
新余,2026-03-26,62.6,62.7,良,黄色,无预警
新余,2026-03-27,62.6,62.7,良,黄色,无预警
新余,2026-03-28,62.6,62.7,良,黄色,无预警
新余,2026-03-29,62.6,62.7,良,黄色,无预警
新余,2026-03-30,62.6,62.7,良,黄色,无预警
新余,2026-03-31,62.6,62.7,良,黄色,无预警
无锡,2026-03-25,60.2,60.3,良,黄色,无预警
无锡,2026-03-26,60.2,60.3,良,黄色,无预警
无锡,2026-03-27,60.2,60.3,良,黄色,无预警
无锡,2026-03-28,60.2,60.3,良,黄色,无预警
无锡,2026-03-29,60.2,60.3,良,黄色,无预警
无锡,2026-03-30,60.2,60.3,良,黄色,无预警
无锡,2026-03-31,60.2,60.3,良,黄色,无预警
日喀则,2026-03-25,60.8,60.9,良,黄色,无预警
日喀则,2026-03-26,60.8,60.9,良,黄色,无预警
日喀则,2026-03-27,60.8,60.9,良,黄色,无预警
日喀则,2026-03-28,60.8,60.9,良,黄色,无预警
日喀则,2026-03-29,60.8,60.9,良,黄色,无预警
日喀则,2026-03-30,60.8,60.9,良,黄色,无预警
日喀则,2026-03-31,60.8,60.9,良,黄色,无预警
日照,2026-03-25,56.3,56.4,良,黄色,无预警
日照,2026-03-26,56.3,56.4,良,黄色,无预警
日照,2026-03-27,56.3,56.4,良,黄色,无预警
日照,2026-03-28,56.3,56.4,良,黄色,无预警
日照,2026-03-29,56.3,56.4,良,黄色,无预警
日照,2026-03-30,56.3,56.4,良,黄色,无预警
日照,2026-03-31,56.3,56.4,良,黄色,无预警
昆明,2026-03-25,64.5,64.6,良,黄色,无预警
昆明,2026-03-26,64.5,64.6,良,黄色,无预警
昆明,2026-03-27,64.5,64.6,良,黄色,无预警
昆明,2026-03-28,64.5,64.6,良,黄色,无预警
昆明,2026-03-29,64.5,64.6,良,黄色,无预警
昆明,2026-03-30,64.5,64.6,良,黄色,无预警
昆明,2026-03-31,64.5,64.6,良,黄色,无预警
昌吉回族自治州,2026-03-25,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-26,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-27,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-28,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-29,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-30,47.6,47.7,优,绿色,无预警
昌吉回族自治州,2026-03-31,47.6,47.7,优,绿色,无预警
昌都,2026-03-25,61.8,61.9,良,黄色,无预警
昌都,2026-03-26,61.8,61.9,良,黄色,无预警
昌都,2026-03-27,61.8,61.9,良,黄色,无预警
昌都,2026-03-28,61.8,61.9,良,黄色,无预警
昌都,2026-03-29,61.8,61.9,良,黄色,无预警
昌都,2026-03-30,61.8,61.9,良,黄色,无预警
昌都,2026-03-31,61.8,61.9,良,黄色,无预警
昭通,2026-03-25,62.6,62.7,良,黄色,无预警
昭通,2026-03-26,62.6,62.7,良,黄色,无预警
昭通,2026-03-27,62.6,62.7,良,黄色,无预警
昭通,2026-03-28,62.6,62.7,良,黄色,无预警
昭通,2026-03-29,62.6,62.7,良,黄色,无预警
昭通,2026-03-30,62.6,62.7,良,黄色,无预警
昭通,2026-03-31,62.6,62.7,良,黄色,无预警
晋中,2026-03-25,55.8,55.9,良,黄色,无预警
晋中,2026-03-26,55.8,55.9,良,黄色,无预警
晋中,2026-03-27,55.8,55.9,良,黄色,无预警
晋中,2026-03-28,55.8,55.9,良,黄色,无预警
晋中,2026-03-29,55.8,55.9,良,黄色,无预警
晋中,2026-03-30,55.8,55.9,良,黄色,无预警
晋中,2026-03-31,55.8,55.9,良,黄色,无预警
晋城,2026-03-25,57.1,57.1,良,黄色,无预警
晋城,2026-03-26,57.1,57.1,良,黄色,无预警
晋城,2026-03-27,57.1,57.1,良,黄色,无预警
晋城,2026-03-28,57.1,57.1,良,黄色,无预警
晋城,2026-03-29,57.1,57.1,良,黄色,无预警
晋城,2026-03-30,57.1,57.1,良,黄色,无预警
晋城,2026-03-31,57.1,57.1,良,黄色,无预警
普洱,2026-03-25,66.9,67.0,良,黄色,无预警
普洱,2026-03-26,66.9,67.0,良,黄色,无预警
普洱,2026-03-27,66.9,67.0,良,黄色,无预警
普洱,2026-03-28,66.9,67.0,良,黄色,无预警
普洱,2026-03-29,66.9,67.0,良,黄色,无预警
普洱,2026-03-30,66.9,67.0,良,黄色,无预警
普洱,2026-03-31,66.9,67.0,良,黄色,无预警
景德镇,2026-03-25,61.0,61.2,良,黄色,无预警
景德镇,2026-03-26,61.0,61.2,良,黄色,无预警
景德镇,2026-03-27,61.0,61.2,良,黄色,无预警
景德镇,2026-03-28,61.0,61.2,良,黄色,无预警
景德镇,2026-03-29,61.0,61.2,良,黄色,无预警
景德镇,2026-03-30,61.0,61.2,良,黄色,无预警
景德镇,2026-03-31,61.0,61.2,良,黄色,无预警
曲靖,2026-03-25,64.4,64.5,良,黄色,无预警
曲靖,2026-03-26,64.4,64.5,良,黄色,无预警
曲靖,2026-03-27,64.4,64.5,良,黄色,无预警
曲靖,2026-03-28,64.4,64.5,良,黄色,无预警
曲靖,2026-03-29,64.4,64.5,良,黄色,无预警
曲靖,2026-03-30,64.4,64.5,良,黄色,无预警
曲靖,2026-03-31,64.4,64.5,良,黄色,无预警
朔州,2026-03-25,53.8,53.9,良,黄色,无预警
朔州,2026-03-26,53.8,53.9,良,黄色,无预警
朔州,2026-03-27,53.8,53.9,良,黄色,无预警
朔州,2026-03-28,53.8,53.9,良,黄色,无预警
朔州,2026-03-29,53.8,53.9,良,黄色,无预警
朔州,2026-03-30,53.8,53.9,良,黄色,无预警
朔州,2026-03-31,53.8,53.9,良,黄色,无预警
朝阳,2026-03-25,51.0,51.1,良,黄色,无预警
朝阳,2026-03-26,51.0,51.1,良,黄色,无预警
朝阳,2026-03-27,51.0,51.1,良,黄色,无预警
朝阳,2026-03-28,51.0,51.1,良,黄色,无预警
朝阳,2026-03-29,51.0,51.1,良,黄色,无预警
朝阳,2026-03-30,51.0,51.1,良,黄色,无预警
朝阳,2026-03-31,51.0,51.1,良,黄色,无预警
本溪,2026-03-25,51.0,51.1,良,黄色,无预警
本溪,2026-03-26,51.0,51.1,良,黄色,无预警
本溪,2026-03-27,51.0,51.1,良,黄色,无预警
本溪,2026-03-28,51.0,51.1,良,黄色,无预警
本溪,2026-03-29,51.0,51.1,良,黄色,无预警
本溪,2026-03-30,51.0,51.1,良,黄色,无预警
本溪,2026-03-31,51.0,51.1,良,黄色,无预警
来宾,2026-03-25,66.2,66.5,良,黄色,无预警
来宾,2026-03-26,66.2,66.3,良,黄色,无预警
来宾,2026-03-27,66.2,66.3,良,黄色,无预警
来宾,2026-03-28,66.2,66.3,良,黄色,无预警
来宾,2026-03-29,66.2,66.3,良,黄色,无预警
来宾,2026-03-30,66.2,66.3,良,黄色,无预警
来宾,2026-03-31,66.2,66.3,良,黄色,无预警
杭州,2026-03-25,60.4,60.5,良,黄色,无预警
杭州,2026-03-26,60.4,60.5,良,黄色,无预警
杭州,2026-03-27,60.4,60.5,良,黄色,无预警
杭州,2026-03-28,60.4,60.5,良,黄色,无预警
杭州,2026-03-29,60.4,60.5,良,黄色,无预警
杭州,2026-03-30,60.4,60.5,良,黄色,无预警
杭州,2026-03-31,60.4,60.5,良,黄色,无预警
松原,2026-03-25,47.9,48.0,优,绿色,无预警
松原,2026-03-26,47.9,48.0,优,绿色,无预警
松原,2026-03-27,47.9,48.0,优,绿色,无预警
松原,2026-03-28,47.9,48.0,优,绿色,无预警
松原,2026-03-29,47.9,48.0,优,绿色,无预警
松原,2026-03-30,47.9,48.0,优,绿色,无预警
松原,2026-03-31,47.9,48.0,优,绿色,无预警
林芝,2026-03-25,60.7,60.8,良,黄色,无预警
林芝,2026-03-26,60.7,60.8,良,黄色,无预警
林芝,2026-03-27,60.7,60.8,良,黄色,无预警
林芝,2026-03-28,60.7,60.8,良,黄色,无预警
林芝,2026-03-29,60.7,60.8,良,黄色,无预警
林芝,2026-03-30,60.7,60.8,良,黄色,无预警
林芝,2026-03-31,60.7,60.8,良,黄色,无预警
果洛藏族自治州,2026-03-25,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-26,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-27,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-28,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-29,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-30,58.2,58.3,良,黄色,无预警
果洛藏族自治州,2026-03-31,58.2,58.3,良,黄色,无预警
枣庄,2026-03-25,57.1,57.1,良,黄色,无预警
枣庄,2026-03-26,57.1,57.1,良,黄色,无预警
枣庄,2026-03-27,57.1,57.1,良,黄色,无预警
枣庄,2026-03-28,57.1,57.1,良,黄色,无预警
枣庄,2026-03-29,57.1,57.1,良,黄色,无预警
枣庄,2026-03-30,57.1,57.1,良,黄色,无预警
枣庄,2026-03-31,57.1,57.1,良,黄色,无预警
柳州,2026-03-25,65.9,65.9,良,黄色,无预警
柳州,2026-03-26,65.9,65.9,良,黄色,无预警
柳州,2026-03-27,65.9,65.9,良,黄色,无预警
柳州,2026-03-28,65.9,65.9,良,黄色,无预警
柳州,2026-03-29,65.9,65.9,良,黄色,无预警
柳州,2026-03-30,65.9,65.9,良,黄色,无预警
柳州,2026-03-31,65.9,65.9,良,黄色,无预警
株洲,2026-03-25,61.6,61.6,良,黄色,无预警
株洲,2026-03-26,61.5,61.6,良,黄色,无预警
株洲,2026-03-27,61.5,61.6,良,黄色,无预警
株洲,2026-03-28,61.5,61.6,良,黄色,无预警
株洲,2026-03-29,61.5,61.6,良,黄色,无预警
株洲,2026-03-30,61.5,61.6,良,黄色,无预警
株洲,2026-03-31,61.5,61.6,良,黄色,无预警
桂林,2026-03-25,64.6,64.7,良,黄色,无预警
桂林,2026-03-26,64.5,64.6,良,黄色,无预警
桂林,2026-03-27,64.5,64.6,良,黄色,无预警
桂林,2026-03-28,64.5,64.6,良,黄色,无预警
桂林,2026-03-29,64.5,64.6,良,黄色,无预警
桂林,2026-03-30,64.5,64.6,良,黄色,无预警
桂林,2026-03-31,64.5,64.6,良,黄色,无预警
梅州,2026-03-25,67.4,67.5,良,黄色,无预警
梅州,2026-03-26,67.5,67.5,良,黄色,无预警
梅州,2026-03-27,67.5,67.5,良,黄色,无预警
梅州,2026-03-28,67.5,67.5,良,黄色,无预警
梅州,2026-03-29,67.5,67.5,良,黄色,无预警
梅州,2026-03-30,67.5,67.5,良,黄色,无预警
梅州,2026-03-31,67.5,67.5,良,黄色,无预警
梧州,2026-03-25,67.6,67.7,良,黄色,无预警
梧州,2026-03-26,67.6,67.7,良,黄色,无预警
梧州,2026-03-27,67.6,67.7,良,黄色,无预警
梧州,2026-03-28,67.6,67.7,良,黄色,无预警
梧州,2026-03-29,67.6,67.7,良,黄色,无预警
梧州,2026-03-30,67.6,67.7,良,黄色,无预警
梧州,2026-03-31,67.6,67.7,良,黄色,无预警
楚雄彝族自治州,2026-03-25,65.5,65.7,良,黄色,无预警
楚雄彝族自治州,2026-03-26,65.5,65.6,良,黄色,无预警
楚雄彝族自治州,2026-03-27,65.5,65.6,良,黄色,无预警
楚雄彝族自治州,2026-03-28,65.5,65.6,良,黄色,无预警
楚雄彝族自治州,2026-03-29,65.5,65.6,良,黄色,无预警
楚雄彝族自治州,2026-03-30,65.5,65.6,良,黄色,无预警
楚雄彝族自治州,2026-03-31,65.5,65.6,良,黄色,无预警
榆林,2026-03-25,54.8,54.9,良,黄色,无预警
榆林,2026-03-26,54.8,54.9,良,黄色,无预警
榆林,2026-03-27,54.8,54.9,良,黄色,无预警
榆林,2026-03-28,54.8,54.9,良,黄色,无预警
榆林,2026-03-29,54.8,54.9,良,黄色,无预警
榆林,2026-03-30,54.8,54.9,良,黄色,无预警
榆林,2026-03-31,54.8,54.9,良,黄色,无预警
武威,2026-03-25,54.8,54.9,良,黄色,无预警
武威,2026-03-26,54.8,54.9,良,黄色,无预警
武威,2026-03-27,54.8,54.9,良,黄色,无预警
武威,2026-03-28,54.8,54.9,良,黄色,无预警
武威,2026-03-29,54.8,54.9,良,黄色,无预警
武威,2026-03-30,54.8,54.9,良,黄色,无预警
武威,2026-03-31,54.8,54.9,良,黄色,无预警
武汉,2026-03-25,62.0,62.1,良,黄色,无预警
武汉,2026-03-26,62.0,62.1,良,黄色,无预警
武汉,2026-03-27,62.0,62.1,良,黄色,无预警
武汉,2026-03-28,62.0,62.1,良,黄色,无预警
武汉,2026-03-29,62.0,62.1,良,黄色,无预警
武汉,2026-03-30,62.0,62.1,良,黄色,无预警
武汉,2026-03-31,62.0,62.1,良,黄色,无预警
毕节,2026-03-25,61.9,62.0,良,黄色,无预警
毕节,2026-03-26,61.9,62.0,良,黄色,无预警
毕节,2026-03-27,61.9,62.0,良,黄色,无预警
毕节,2026-03-28,61.9,62.0,良,黄色,无预警
毕节,2026-03-29,61.9,62.0,良,黄色,无预警
毕节,2026-03-30,61.9,62.0,良,黄色,无预警
毕节,2026-03-31,61.9,62.0,良,黄色,无预警
永州,2026-03-25,63.9,64.0,良,黄色,无预警
永州,2026-03-26,63.9,63.9,良,黄色,无预警
永州,2026-03-27,63.9,63.9,良,黄色,无预警
永州,2026-03-28,63.9,63.9,良,黄色,无预警
永州,2026-03-29,63.9,63.9,良,黄色,无预警
永州,2026-03-30,63.9,63.9,良,黄色,无预警
永州,2026-03-31,63.9,63.9,良,黄色,无预警
汉中,2026-03-25,58.5,58.6,良,黄色,无预警
汉中,2026-03-26,58.5,58.6,良,黄色,无预警
汉中,2026-03-27,58.5,58.6,良,黄色,无预警
汉中,2026-03-28,58.5,58.6,良,黄色,无预警
汉中,2026-03-29,58.5,58.6,良,黄色,无预警
汉中,2026-03-30,58.5,58.6,良,黄色,无预警
汉中,2026-03-31,58.5,58.6,良,黄色,无预警
汕头,2026-03-25,66.2,66.3,良,黄色,无预警
汕头,2026-03-26,66.2,66.3,良,黄色,无预警
汕头,2026-03-27,66.2,66.3,良,黄色,无预警
汕头,2026-03-28,66.2,66.3,良,黄色,无预警
汕头,2026-03-29,66.2,66.3,良,黄色,无预警
汕头,2026-03-30,66.2,66.3,良,黄色,无预警
汕头,2026-03-31,66.2,66.3,良,黄色,无预警
汕尾,2026-03-25,67.0,67.1,良,黄色,无预警
汕尾,2026-03-26,67.0,67.1,良,黄色,无预警
汕尾,2026-03-27,67.0,67.1,良,黄色,无预警
汕尾,2026-03-28,67.0,67.1,良,黄色,无预警
汕尾,2026-03-29,67.0,67.1,良,黄色,无预警
汕尾,2026-03-30,67.0,67.1,良,黄色,无预警
汕尾,2026-03-31,67.0,67.1,良,黄色,无预警
江门,2026-03-25,66.9,67.0,良,黄色,无预警
江门,2026-03-26,66.9,67.0,良,黄色,无预警
江门,2026-03-27,66.9,67.0,良,黄色,无预警
江门,2026-03-28,66.9,67.0,良,黄色,无预警
江门,2026-03-29,66.9,67.0,良,黄色,无预警
江门,2026-03-30,66.9,67.0,良,黄色,无预警
江门,2026-03-31,66.9,67.0,良,黄色,无预警
池州,2026-03-25,59.3,59.4,良,黄色,无预警
池州,2026-03-26,59.3,59.4,良,黄色,无预警
池州,2026-03-27,59.3,59.4,良,黄色,无预警
池州,2026-03-28,59.3,59.4,良,黄色,无预警
池州,2026-03-29,59.3,59.4,良,黄色,无预警
池州,2026-03-30,59.3,59.4,良,黄色,无预警
池州,2026-03-31,59.3,59.4,良,黄色,无预警
沈阳,2026-03-25,52.6,52.6,良,黄色,无预警
沈阳,2026-03-26,52.6,52.6,良,黄色,无预警
沈阳,2026-03-27,52.6,52.6,良,黄色,无预警
沈阳,2026-03-28,52.6,52.6,良,黄色,无预警
沈阳,2026-03-29,52.6,52.6,良,黄色,无预警
沈阳,2026-03-30,52.6,52.6,良,黄色,无预警
沈阳,2026-03-31,52.6,52.6,良,黄色,无预警
沧州,2026-03-25,54.3,54.4,良,黄色,无预警
沧州,2026-03-26,54.3,54.4,良,黄色,无预警
沧州,2026-03-27,54.3,54.4,良,黄色,无预警
沧州,2026-03-28,54.3,54.4,良,黄色,无预警
沧州,2026-03-29,54.3,54.4,良,黄色,无预警
沧州,2026-03-30,54.3,54.4,良,黄色,无预警
沧州,2026-03-31,54.3,54.4,良,黄色,无预警
河池,2026-03-25,65.2,65.3,良,黄色,无预警
河池,2026-03-26,65.2,65.3,良,黄色,无预警
河池,2026-03-27,65.2,65.3,良,黄色,无预警
河池,2026-03-28,65.2,65.3,良,黄色,无预警
河池,2026-03-29,65.2,65.3,良,黄色,无预警
河池,2026-03-30,65.2,65.3,良,黄色,无预警
河池,2026-03-31,65.2,65.3,良,黄色,无预警
河源,2026-03-25,66.0,66.1,良,黄色,无预警
河源,2026-03-26,66.0,66.1,良,黄色,无预警
河源,2026-03-27,66.0,66.1,良,黄色,无预警
河源,2026-03-28,66.0,66.1,良,黄色,无预警
河源,2026-03-29,66.0,66.1,良,黄色,无预警
河源,2026-03-30,66.0,66.1,良,黄色,无预警
河源,2026-03-31,66.0,66.1,良,黄色,无预警
泉州,2026-03-25,65.5,65.6,良,黄色,无预警
泉州,2026-03-26,65.5,65.6,良,黄色,无预警
泉州,2026-03-27,65.5,65.6,良,黄色,无预警
泉州,2026-03-28,65.5,65.6,良,黄色,无预警
泉州,2026-03-29,65.5,65.6,良,黄色,无预警
泉州,2026-03-30,65.5,65.6,良,黄色,无预警
泉州,2026-03-31,65.5,65.6,良,黄色,无预警
泰安,2026-03-25,55.7,55.7,良,黄色,无预警
泰安,2026-03-26,55.7,55.7,良,黄色,无预警
泰安,2026-03-27,55.7,55.7,良,黄色,无预警
泰安,2026-03-28,55.7,55.7,良,黄色,无预警
泰安,2026-03-29,55.7,55.7,良,黄色,无预警
泰安,2026-03-30,55.7,55.7,良,黄色,无预警
泰安,2026-03-31,55.7,55.7,良,黄色,无预警
泰州,2026-03-25,59.0,59.1,良,黄色,无预警
泰州,2026-03-26,59.0,59.1,良,黄色,无预警
泰州,2026-03-27,59.0,59.1,良,黄色,无预警
泰州,2026-03-28,59.0,59.1,良,黄色,无预警
泰州,2026-03-29,59.0,59.1,良,黄色,无预警
泰州,2026-03-30,59.0,59.1,良,黄色,无预警
泰州,2026-03-31,59.0,59.1,良,黄色,无预警
泸州,2026-03-25,62.5,62.5,良,黄色,无预警
泸州,2026-03-26,62.5,62.5,良,黄色,无预警
泸州,2026-03-27,62.5,62.5,良,黄色,无预警
泸州,2026-03-28,62.5,62.5,良,黄色,无预警
泸州,2026-03-29,62.5,62.5,良,黄色,无预警
泸州,2026-03-30,62.5,62.5,良,黄色,无预警
泸州,2026-03-31,62.5,62.5,良,黄色,无预警
洛阳,2026-03-25,57.8,57.9,良,黄色,无预警
洛阳,2026-03-26,57.8,57.9,良,黄色,无预警
洛阳,2026-03-27,57.8,57.9,良,黄色,无预警
洛阳,2026-03-28,57.8,57.9,良,黄色,无预警
洛阳,2026-03-29,57.8,57.9,良,黄色,无预警
洛阳,2026-03-30,57.8,57.9,良,黄色,无预警
洛阳,2026-03-31,57.8,57.9,良,黄色,无预警
济南,2026-03-25,56.0,56.1,良,黄色,无预警
济南,2026-03-26,56.0,56.1,良,黄色,无预警
济南,2026-03-27,56.0,56.1,良,黄色,无预警
济南,2026-03-28,56.0,56.1,良,黄色,无预警
济南,2026-03-29,56.0,56.1,良,黄色,无预警
济南,2026-03-30,56.0,56.1,良,黄色,无预警
济南,2026-03-31,56.0,56.1,良,黄色,无预警
济宁,2026-03-25,56.2,56.2,良,黄色,无预警
济宁,2026-03-26,56.2,56.2,良,黄色,无预警
济宁,2026-03-27,56.2,56.2,良,黄色,无预警
济宁,2026-03-28,56.2,56.2,良,黄色,无预警
济宁,2026-03-29,56.2,56.2,良,黄色,无预警
济宁,2026-03-30,56.2,56.2,良,黄色,无预警
济宁,2026-03-31,56.2,56.2,良,黄色,无预警
海东,2026-03-25,55.7,55.7,良,黄色,无预警
海东,2026-03-26,55.7,55.7,良,黄色,无预警
海东,2026-03-27,55.7,55.7,良,黄色,无预警
海东,2026-03-28,55.7,55.7,良,黄色,无预警
海东,2026-03-29,55.7,55.7,良,黄色,无预警
海东,2026-03-30,55.7,55.7,良,黄色,无预警
海东,2026-03-31,55.7,55.7,良,黄色,无预警
海北藏族自治州,2026-03-25,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-26,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-27,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-28,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-29,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-30,55.1,55.1,良,黄色,无预警
海北藏族自治州,2026-03-31,55.1,55.1,良,黄色,无预警
海南藏族自治州,2026-03-25,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-26,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-27,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-28,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-29,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-30,56.6,56.7,良,黄色,无预警
海南藏族自治州,2026-03-31,56.6,56.7,良,黄色,无预警
海口,2026-03-25,69.7,69.8,良,黄色,无预警
海口,2026-03-26,69.7,69.8,良,黄色,无预警
海口,2026-03-27,69.7,69.8,良,黄色,无预警
海口,2026-03-28,69.7,69.8,良,黄色,无预警
海口,2026-03-29,69.7,69.8,良,黄色,无预警
海口,2026-03-30,69.7,69.8,良,黄色,无预警
海口,2026-03-31,69.7,69.8,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-25,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-26,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-27,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-28,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-29,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-30,55.2,55.3,良,黄色,无预警
海西蒙古族藏族自治州,2026-03-31,55.2,55.3,良,黄色,无预警
淄博,2026-03-25,56.0,56.1,良,黄色,无预警
淄博,2026-03-26,56.0,56.1,良,黄色,无预警
淄博,2026-03-27,56.0,56.1,良,黄色,无预警
淄博,2026-03-28,56.0,56.1,良,黄色,无预警
淄博,2026-03-29,56.0,56.1,良,黄色,无预警
淄博,2026-03-30,56.0,56.1,良,黄色,无预警
淄博,2026-03-31,56.0,56.1,良,黄色,无预警
淮北,2026-03-25,58.2,58.2,良,黄色,无预警
淮北,2026-03-26,58.2,58.2,良,黄色,无预警
淮北,2026-03-27,58.2,58.2,良,黄色,无预警
淮北,2026-03-28,58.2,58.2,良,黄色,无预警
